sample_name	PC1	PC2	module
MLL_11283	-5.151453693880021	-0.32071009439463094	Mod0 (grey)
MLL_11285	-8.388386173676267	-3.060593382822468	Mod0 (grey)
MLL_11286	-3.9132943314560764	1.6151452459159272	Mod0 (grey)
MLL_11287	5.9700114775329975	3.108249238631825	Mod0 (grey)
MLL_11288	5.358647784483023	-1.3510891916876377	Mod0 (grey)
MLL_11289	-7.067291057246989	5.943417371456435	Mod0 (grey)
MLL_11291	-0.7731796431317155	-1.7191313457907507	Mod0 (grey)
MLL_11293	-3.909527096018237	-0.8687256879992205	Mod0 (grey)
MLL_11294	-4.095994212613734	8.936858802979387	Mod0 (grey)
MLL_11295	-2.6422549289426023	4.899103656669678	Mod0 (grey)
MLL_11297	0.02913891374573938	2.677760527199967	Mod0 (grey)
MLL_11304	-3.846647826191768	-2.929218362601771	Mod0 (grey)
MLL_11305	-3.6613247787277015	0.5796726077042053	Mod0 (grey)
MLL_11308	4.188129388564331	1.8372966532249744	Mod0 (grey)
MLL_11312	-1.4485359965804716	3.9554809374054676	Mod0 (grey)
MLL_11313	-1.4493565469487515	-4.882369736477343	Mod0 (grey)
MLL_11314	7.3353532403438715	-4.714167872421099	Mod0 (grey)
MLL_11315	-1.2987929458382772	3.500424420516986	Mod0 (grey)
MLL_11318	2.4486703499179194	-3.366257654048073	Mod0 (grey)
MLL_11319	9.526894414476779	3.2398963441596775	Mod0 (grey)
MLL_11322	6.400217630236567	5.945242185411563	Mod0 (grey)
MLL_11323	-6.553773438123989	-1.9592405955286423	Mod0 (grey)
MLL_11324	4.85623797194117	-5.354460721911939	Mod0 (grey)
MLL_11326	-6.110614599448097	-3.416065929242754	Mod0 (grey)
MLL_11328	-3.4969861014840533	-2.4972841871910334	Mod0 (grey)
MLL_11329	-5.638232353363692	-0.8958019400846725	Mod0 (grey)
MLL_11330	1.5461106546054157	1.0985225791473414	Mod0 (grey)
MLL_11331	-2.444068799068353	-3.9876546969805977	Mod0 (grey)
MLL_11334	10.785049741448233	3.4088733799691595	Mod0 (grey)
MLL_11336	0.9503447382486099	4.4032075343734665	Mod0 (grey)
MLL_11340	-1.939243946119459	-6.041071277877006	Mod0 (grey)
MLL_11341	4.4680883723968075	1.9218249713115287	Mod0 (grey)
MLL_11343	3.2134120748242796	-5.718909496958185	Mod0 (grey)
MLL_11345	2.1147599520474674	-5.760126909485573	Mod0 (grey)
MLL_11346	-5.032456516533404	-3.909643635092083	Mod0 (grey)
MLL_11347	2.7649452173153333	3.195685543570236	Mod0 (grey)
MLL_11348	-5.995067331697949	-0.23127129110935157	Mod0 (grey)
MLL_11351	-5.352820650867011	1.251506592397867	Mod0 (grey)
MLL_11352	3.08156235719765	7.260273411806789	Mod0 (grey)
MLL_11354	5.540847279245156	-7.861217500303854	Mod0 (grey)
MLL_11355	1.7388400374426958	1.3719365247236033	Mod0 (grey)
MLL_11356	2.38819940119412	-1.972260694007053	Mod0 (grey)
MLL_11358	1.255933904069098	2.2594305814100504	Mod0 (grey)
MLL_11359	-7.737201460342309	-3.795234495493923	Mod0 (grey)
MLL_11360	1.9739881769708676	-4.43150991677939	Mod0 (grey)
MLL_11361	-1.550172754662464	-1.8399927780834862	Mod0 (grey)
MLL_11362	0.8478287772395845	-3.1793070016146663	Mod0 (grey)
MLL_11363	2.2190368120863613	3.772178919535228	Mod0 (grey)
MLL_11368	1.8310342501986698	2.0694853442630934	Mod0 (grey)
MLL_11369	2.978471673007371	5.478242001196651	Mod0 (grey)
